CNPJ;Razao_social;Nome_fantasia;Tipo;Data_abertura;Situacao_cadastral;Data_da_situacao_cadastral;Capital_social;Natureza_juridica;MEI;Logradouro;Numero;Complemento;CEP;Bairro;Municipio;UF;Telefone;Email;Quadro_societario;Atividade_principal;Atividades_secundaria
61186490000904;EDITORA FTD S A;NONE;FILIAL;21/07/1967;ATIVA;04/10/2003;250401788.11;2054 - SOCIEDADE ANONIMA FECHADA;Não;R JOAO NEGRAO;2720;NONE;80230150;PRADO VELHO;CURITIBA;PR;NONE;fiscal@ftd.com.br;['DARIO BORTOLINI - Diretor', 'DELCIO AFONSO BALESTRIN - Presidente', 'ANTONIO LUIZ RIOS DA SILVA - Diretor', 'IDATHY APARECIDA PEQUENO MUNHOZ - Diretor', 'RICARDO TAVARES DE OLIVEIRA - Diretor', 'ANDRE DANIEL VASCONCELOS - Diretor', 'REGINALDO SOARES DAMASCENO - Diretor', 'CECILIANY ALVES FEITOSA - Diretor', 'ANTONIO BENEDITO DE OLIVEIRA - Conselheiro de Administração', 'JORGE GAIO - Conselheiro de Administração', 'LINO ALFONSO JUNGBLUTH - Conselheiro de Administração', 'RICARDO GRAU - Conselheiro de Administração', 'ROGERIO RENATO MATEUCCI - Conselheiro de Administração', 'VANDERLEI SIQUEIRA DOS SANTOS - Conselheiro de Administração', 'TERCILIO SEVEGNANI - Conselheiro de Administração', 'PAULO SERINO DE SOUZA - Conselheiro de Administração', 'ARAMIS ANTONIO DA LUZ - Diretor'];['4647802 - Comércio atacadista de livros, jornais e outras publicações'];['4649407 - Comércio atacadista de filmes, CDs, DVDs, fitas e discos', '4761001 - Comércio varejista de livros', '6311900 - Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na internet', '8550302 - Atividades de apoio à educação, exceto caixas escolares', '8599604 - Treinamento em desenvolvimento profissional e gerencial']
28272142000127;LIDIA MARIA VARALDO RADAELI E OUTRO;NONE;MATRIZ;15/07/2017;ATIVA;15/07/2017;0.0;4120 - PRODUTOR RURAL (PESSOA FISICA);Não;FAZ NOVA ESPERANCA;SN;NONE;14350000;RURAL;ALTINOPOLIS;SP;['1636651900', '1636650530'];contabilidade@aptuscontabilidade.com.br;['LIDIA MARIA VARALDO RADAELI - Produtor Rural', 'ROBERTO PIRES RADAELI - Produtor Rural'];['0134200 - Cultivo de café'];['115600 - Cultivo de soja', '111302 - Cultivo de milho', '111399 - Cultivo de outros cereais não especificados anteriormente']
61186490002796;EDITORA FTD S A;FTD EDUCACAO;FILIAL;17/08/2016;ATIVA;17/08/2016;250401788.11;2054 - SOCIEDADE ANONIMA FECHADA;Não;Q SIG QUADRA 8;2266;NONE;70610480;ZONA INDUSTRIAL;BRASILIA;DF;1135988162;danilo.santos@ftd.com.br;['DARIO BORTOLINI - Diretor', 'DELCIO AFONSO BALESTRIN - Presidente', 'ANTONIO LUIZ RIOS DA SILVA - Diretor', 'IDATHY APARECIDA PEQUENO MUNHOZ - Diretor', 'RICARDO TAVARES DE OLIVEIRA - Diretor', 'ANDRE DANIEL VASCONCELOS - Diretor', 'REGINALDO SOARES DAMASCENO - Diretor', 'CECILIANY ALVES FEITOSA - Diretor', 'ANTONIO BENEDITO DE OLIVEIRA - Conselheiro de Administração', 'JORGE GAIO - Conselheiro de Administração', 'LINO ALFONSO JUNGBLUTH - Conselheiro de Administração', 'RICARDO GRAU - Conselheiro de Administração', 'ROGERIO RENATO MATEUCCI - Conselheiro de Administração', 'VANDERLEI SIQUEIRA DOS SANTOS - Conselheiro de Administração', 'TERCILIO SEVEGNANI - Conselheiro de Administração', 'PAULO SERINO DE SOUZA - Conselheiro de Administração', 'ARAMIS ANTONIO DA LUZ - Diretor'];['4761001 - Comércio varejista de livros'];['6311900 - Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na internet', '8550302 - Atividades de apoio à educação, exceto caixas escolares', '8599604 - Treinamento em desenvolvimento profissional e gerencial']
05763921001363;CAV SUL - CENTRO DE APOIO DE VENDAS DE PRODUTOS PESSOAIS E ARTIGOS PARA LAR LTDA.;NONE;FILIAL;29/01/2013;ATIVA;29/01/2013;50000.0;2062 - SOCIEDADE EMPRESARIA LIMITADA;Não;AV GUAJAJARAS;115;NONE;65055285;JARDIM SAO CRISTOVAO;SAO LUIS;MA;9881930330;projecao.contabilidade@hotmail.com;['HERMANO DE VILLEMOR AMARAL NETO - Sócio', 'LATIN AMERICA INVESTMENTS, INC. - Sócio Pessoa Jurídica Domiciliado no Exterior', 'JULIO CESAR APARECIDO DA CRUZ - Administrador'];['4649499 - Comércio atacadista de outros equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente'];['4646001 - Comércio atacadista de cosméticos e produtos de perfumaria']
61186490002281;EDITORA FTD S A;NONE;FILIAL;21/10/1991;ATIVA;04/10/2003;250401788.11;2054 - SOCIEDADE ANONIMA FECHADA;Não;R JOAQUIM TAVORA;282;NONE;11075300;VILA MATHIAS;SANTOS;SP;['1135986149', '1135986148'];fiscal@ftd.com.br;['DARIO BORTOLINI - Diretor', 'DELCIO AFONSO BALESTRIN - Presidente', 'ANTONIO LUIZ RIOS DA SILVA - Diretor', 'IDATHY APARECIDA PEQUENO MUNHOZ - Diretor', 'RICARDO TAVARES DE OLIVEIRA - Diretor', 'ANDRE DANIEL VASCONCELOS - Diretor', 'REGINALDO SOARES DAMASCENO - Diretor', 'CECILIANY ALVES FEITOSA - Diretor', 'ANTONIO BENEDITO DE OLIVEIRA - Conselheiro de Administração', 'JORGE GAIO - Conselheiro de Administração', 'LINO ALFONSO JUNGBLUTH - Conselheiro de Administração', 'RICARDO GRAU - Conselheiro de Administração', 'ROGERIO RENATO MATEUCCI - Conselheiro de Administração', 'VANDERLEI SIQUEIRA DOS SANTOS - Conselheiro de Administração', 'TERCILIO SEVEGNANI - Conselheiro de Administração', 'PAULO SERINO DE SOUZA - Conselheiro de Administração', 'ARAMIS ANTONIO DA LUZ - Diretor'];['4761001 - Comércio varejista de livros'];NONE
74552068001000;CPQ BRASIL S/A;NONE;FILIAL;13/03/2014;ATIVA;13/03/2014;12839641.89;2054 - SOCIEDADE ANONIMA FECHADA;Não;ROD SANTOS DUMONT KM 66;S/N;LOJA F.PB 0 01         NOVO TERMINAL DE     PASSAGEIROS;13052902;PARQUE VIRACOPOS;CAMPINAS;SP;1145910600;adriana.raddatz@cqpbrasil.com.br;['ALBERTO CARNEIRO NETO - Presidente', 'FERNANDO BORELLI EDITORE - Diretor'];['5611203 - Lanchonetes, casas de chá, de sucos e similares'];['4721102 - Padaria e confeitaria com predominância de revenda']
61186490003172;EDITORA FTD S A;FTD EDUCACAO;FILIAL;13/11/2017;ATIVA;13/11/2017;250401788.11;2054 - SOCIEDADE ANONIMA FECHADA;Não;AV ALMIRANTE ALEXANDRINO DE ALENCAR;862;NONE;59022350;LAGOA SECA;NATAL;RN;['1135986149', '1135986148'];fiscal@ftd.com.br;['DARIO BORTOLINI - Diretor', 'DELCIO AFONSO BALESTRIN - Presidente', 'ANTONIO LUIZ RIOS DA SILVA - Diretor', 'IDATHY APARECIDA PEQUENO MUNHOZ - Diretor', 'RICARDO TAVARES DE OLIVEIRA - Diretor', 'ANDRE DANIEL VASCONCELOS - Diretor', 'REGINALDO SOARES DAMASCENO - Diretor', 'CECILIANY ALVES FEITOSA - Diretor', 'ANTONIO BENEDITO DE OLIVEIRA - Conselheiro de Administração', 'JORGE GAIO - Conselheiro de Administração', 'LINO ALFONSO JUNGBLUTH - Conselheiro de Administração', 'RICARDO GRAU - Conselheiro de Administração', 'ROGERIO RENATO MATEUCCI - Conselheiro de Administração', 'VANDERLEI SIQUEIRA DOS SANTOS - Conselheiro de Administração', 'TERCILIO SEVEGNANI - Conselheiro de Administração', 'PAULO SERINO DE SOUZA - Conselheiro de Administração', 'ARAMIS ANTONIO DA LUZ - Diretor'];['4647802 - Comércio atacadista de livros, jornais e outras publicações'];['4761001 - Comércio varejista de livros', '6311900 - Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na internet', '8550302 - Atividades de apoio à educação, exceto caixas escolares', '8599604 - Treinamento em desenvolvimento profissional e gerencial']
61186490003091;EDITORA FTD S A;FTD EDUCACAO;FILIAL;18/10/2017;ATIVA;18/10/2017;250401788.11;2054 - SOCIEDADE ANONIMA FECHADA;Não;AV PRES TANCREDO NEVES;1060;LOJA 01;49025620;JARDINS;ARACAJU;SE;1135986149;fiscal@ftd.com.br;['DARIO BORTOLINI - Diretor', 'DELCIO AFONSO BALESTRIN - Presidente', 'ANTONIO LUIZ RIOS DA SILVA - Diretor', 'IDATHY APARECIDA PEQUENO MUNHOZ - Diretor', 'RICARDO TAVARES DE OLIVEIRA - Diretor', 'ANDRE DANIEL VASCONCELOS - Diretor', 'REGINALDO SOARES DAMASCENO - Diretor', 'CECILIANY ALVES FEITOSA - Diretor', 'ANTONIO BENEDITO DE OLIVEIRA - Conselheiro de Administração', 'JORGE GAIO - Conselheiro de Administração', 'LINO ALFONSO JUNGBLUTH - Conselheiro de Administração', 'RICARDO GRAU - Conselheiro de Administração', 'ROGERIO RENATO MATEUCCI - Conselheiro de Administração', 'VANDERLEI SIQUEIRA DOS SANTOS - Conselheiro de Administração', 'TERCILIO SEVEGNANI - Conselheiro de Administração', 'PAULO SERINO DE SOUZA - Conselheiro de Administração', 'ARAMIS ANTONIO DA LUZ - Diretor'];['4761001 - Comércio varejista de livros'];['4647802 - Comércio atacadista de livros, jornais e outras publicações', '6311900 - Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na internet', '8550302 - Atividades de apoio à educação, exceto caixas escolares', '8599604 - Treinamento em desenvolvimento profissional e gerencial']
32705878000119;PANTER ROUD ATACADISTA DE OLEO E GORDURAS EIRELI;PANTER ROUD;MATRIZ;08/02/2019;ATIVA;08/02/2019;100000.0;2305 - EMPRESA INDIVIDUAL DE RESP.LIMITADA (DE NATUREZA EMPRESARIA);Não;R ERCILIA GOMES;1050;SALA 02;15080280;JARDIM SANTA MARIA;SAO JOSE DO RIO PRETO;SP;1692562551;damavarejao@hotmail.com;['SILMARA CRISTINA DA SILVA - Titular Pessoa Física Residente ou Domiciliado no Brasil'];['4621400 - Comércio atacadista de café em grão'];['4632002 - Comércio atacadista de farinhas, amidos e féculas', '4632001 - Comércio atacadista de cereais e leguminosas beneficiados', '4637103 - Comércio atacadista de óleos e gorduras']
74552068001191;CPQ BRASIL S/A;NONE;FILIAL;17/03/2014;ATIVA;17/03/2014;12839641.89;2054 - SOCIEDADE ANONIMA FECHADA;Não;ROD HELIO SMIDT;S/N;"LOJA: T3TE-010-TERMINAL 3 ;";07190100;AEROPORTO;GUARULHOS;SP;['1132566991', '1145910600'];waldemar2903@gmail.com;['ALBERTO CARNEIRO NETO - Presidente', 'FERNANDO BORELLI EDITORE - Diretor'];['5611203 - Lanchonetes, casas de chá, de sucos e similares'];['4721102 - Padaria e confeitaria com predominância de revenda']
07247209000446;MARSON DISTRIBUICAO LTDA;MARSON LAR & CONSTRUCAO;FILIAL;21/02/2013;ATIVA;21/02/2013;9230000.0;2062 - SOCIEDADE EMPRESARIA LIMITADA;Não;R GUSTAVO DE SOUZA;29;NONE;13904030;RIBEIRAO;AMPARO;SP;['1938429898', '1938429895'];marson@marson.com.br;['RAFAEL GUSTAVO MARSON - Sócio-Administrador', 'RODRIGO HENRIQUE MARSON - Sócio-Administrador', 'EDSON JOSE MARSON - Sócio-Administrador'];['4744099 - Comércio varejista de materiais de construção em geral'];NONE
51304798000104;UNIODONTO DE CAMPINAS COOPERATIVA ODONTOLOGICA;UNIODONTO DE CAMPINAS;MATRIZ;03/10/1979;ATIVA;24/09/2005;0.0;2143 - COOPERATIVA;Não;AV BRASIL;200;NONE;13023075;VL ITAPURA;CAMPINAS;SP;['1933224028', '1933224000'];contabil@uniodontocamp.com.br;['ROBERTO ANTONIO GOBBO - Presidente', 'LOURIVAL ANTONIO SAHAO - Diretor', 'VLADIMIR BORIN PACHECO JUNIOR - Diretor', 'ANDRE FIZZEI ZEFERINO - Diretor'];['6550200 - Planos de saúde'];['4644301 - Comércio atacadista de medicamentos e drogas de uso humano', '4645103 - Comércio atacadista de produtos odontológicos', '4646002 - Comércio atacadista de produtos de higiene pessoal', '4649408 - Comércio atacadista de produtos de higiene, limpeza e conservação domiciliar', '4693100 - Comércio atacadista de mercadorias em geral, sem predominância de alimentos ou de insumos agropecuários', '4771701 - Comércio varejista de produtos farmacêuticos, sem manipulação de fórmulas', '8630504 - Atividade odontológica']
74552068001272;CPQ BRASIL S/A;NONE;FILIAL;17/03/2014;ATIVA;17/03/2014;12839641.89;2054 - SOCIEDADE ANONIMA FECHADA;Não;ROD HELIO SMIDT;S/N;"LOJA: T3FI-127-TERMINAL 3-;";07190100;AEROPORTO;GUARULHOS;SP;['1132566991', '1145910600'];waldemar2903@gmail.com;['ALBERTO CARNEIRO NETO - Presidente', 'FERNANDO BORELLI EDITORE - Diretor'];['5611203 - Lanchonetes, casas de chá, de sucos e similares'];['4721102 - Padaria e confeitaria com predominância de revenda']
05763921001525;CAV SUL - CENTRO DE APOIO DE VENDAS DE PRODUTOS PESSOAIS E ARTIGOS PARA LAR LTDA.;NONE;FILIAL;16/09/2014;ATIVA;16/09/2014;50000.0;2062 - SOCIEDADE EMPRESARIA LIMITADA;Não;R ITAPORANGA;407;A;49010140;CENTRO;ARACAJU;SE;7932112879;adelramoss@hotmail.com;['HERMANO DE VILLEMOR AMARAL NETO - Sócio', 'LATIN AMERICA INVESTMENTS, INC. - Sócio Pessoa Jurídica Domiciliado no Exterior', 'JULIO CESAR APARECIDO DA CRUZ - Administrador'];['4649499 - Comércio atacadista de outros equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente'];['4646001 - Comércio atacadista de cosméticos e produtos de perfumaria']
07247209000527;MARSON DISTRIBUICAO LTDA;MARSON LAR & CONSTRUCAO;FILIAL;21/02/2013;BAIXADA;19/12/2016;9230000.0;2062 - SOCIEDADE EMPRESARIA LIMITADA;Não;NONE;NONE;NONE;NONE;NONE;NONE;NONE;1938923924;marson@marsonconstrucao.com.br;['RAFAEL GUSTAVO MARSON - Sócio-Administrador', 'RODRIGO HENRIQUE MARSON - Sócio-Administrador', 'EDSON JOSE MARSON - Sócio-Administrador'];NONE;NONE
74552068001434;CPQ BRASIL S/A;CPQ BRASIL;FILIAL;17/03/2014;ATIVA;17/03/2014;12839641.89;2054 - SOCIEDADE ANONIMA FECHADA;Não;AER INTERNACIONAL DE BRASILIA JUSCELINO KUBITSCHEK;SN;LOJA G 114 PIER NORTE     SETOR DE EMBARQUE     1 PISO;71608000;SHIS LAGO SUL;BRASILIA;DF;1138974700;NONE;['ALBERTO CARNEIRO NETO - Presidente', 'FERNANDO BORELLI EDITORE - Diretor'];['5611203 - Lanchonetes, casas de chá, de sucos e similares'];['4721102 - Padaria e confeitaria com predominância de revenda']
05763921002505;CAV SUL - CENTRO DE APOIO DE VENDAS DE PRODUTOS PESSOAIS E ARTIGOS PARA LAR LTDA.;NONE;FILIAL;10/08/2018;ATIVA;10/08/2018;50000.0;2062 - SOCIEDADE EMPRESARIA LIMITADA;Não;R JOAO GOULART;986;NONE;76913701;RIACHUELO;JI PARANA;RO;1135130562;andresacosta@cavsul.com;['HERMANO DE VILLEMOR AMARAL NETO - Sócio', 'LATIN AMERICA INVESTMENTS, INC. - Sócio Pessoa Jurídica Domiciliado no Exterior', 'JULIO CESAR APARECIDO DA CRUZ - Administrador'];['4649499 - Comércio atacadista de outros equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente'];['4646001 - Comércio atacadista de cosméticos e produtos de perfumaria']
37679287000138;HELIX RESTAURANTES LTDA;JOTA;MATRIZ;10/07/2020;ATIVA;10/07/2020;1000.0;2062 - SOCIEDADE EMPRESARIA LIMITADA;Não;AV PAULISTA;1230;SUBSL SUBSOLO       LOJA S01;01310901;BELA VISTA;SAO PAULO;SP;1150830326;wellington.gomes@vlcconsultores.com.br;['ROBERTO BIELAWSKI - Sócio', 'ANGEL DOMINGO TESTA - Sócio', 'RODRIGO MARTIN FERRAIOLE TESTA - Sócio-Administrador', 'BIELSTON PARTICIPACOES LTDA - Sócio', 'OLYMPUS PARTICIPACOES LTDA - Sócio', 'HUS PARTICIPACOES LTDA - Sócio', 'FLAVIO SALDANHA - Sócio', 'JULIO VILELA RAW - Sócio', 'BRUNO ORNI MESTER - Sócio'];['5611201 - Restaurantes e similares'];NONE
74552068002244;CPQ BRASIL S/A;NONE;FILIAL;18/08/2015;ATIVA;18/08/2015;12839641.89;2054 - SOCIEDADE ANONIMA FECHADA;Não;ROD HELIO SMIDT;S/N;AEROP. INTER. DE SAO   PAULO/ GUARULHOS  LOJA T2F20189         PISO FINGER        TERMINAL DE        PASSAGEIROS 2;07190100;AEROPORTO;GUARULHOS;SP;1145910600;adriana.raddatz@cpqbrasil.com.br;['ALBERTO CARNEIRO NETO - Presidente', 'FERNANDO BORELLI EDITORE - Diretor'];['5611203 - Lanchonetes, casas de chá, de sucos e similares'];['4721102 - Padaria e confeitaria com predominância de revenda']
33540018001107;SKY HOTEIS - ADMINISTRADORA LTDA;SKY VILLE CANELA HOTEL;FILIAL;06/11/2019;ATIVA;06/11/2019;100000.0;2062 - SOCIEDADE EMPRESARIA LIMITADA;Não;R MELVIN JONES;443;NONE;95680000;CENTRO;CANELA;RS;5432826603;financeiro@skyhoteis.com.br;['HILARIO DARCI KRAUSPENHAR - Sócio-Administrador', 'ARLEI LEOBET KRAUSPENHAR - Sócio-Administrador', 'KELVIN LEOBET KRAUSPENHAR - Sócio'];['5510801 - Hotéis'];['5611201 - Restaurantes e similares', '7990200 - Serviços de reservas e outros serviços de turismo não especificados anteriormente']
38297932000110;BRASILIA COMERCIO DE PLASTICOS E COSMETICOS LTDA;TUPPERWARE;MATRIZ;01/09/2020;ATIVA;01/09/2020;20000.0;2062 - SOCIEDADE EMPRESARIA LIMITADA;Não;Q QNE 27;SN;LOTE 02 - PARTE;72125270;TAGUATINGA NORTE (TAGUATINGA);BRASILIA;DF;6133413074;renata@tupperwarebrasilia.net;['RENATA RODRIGUES MODESTO - Sócio-Administrador'];['4759899 - Comércio varejista de outros artigos de uso pessoal e doméstico não especificados anteriormente'];['4772500 - Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal']
74552068002759;CPQ BRASIL S/A;NONE;FILIAL;17/03/2017;ATIVA;17/03/2017;12839641.89;2054 - SOCIEDADE ANONIMA FECHADA;Não;ROD HELIO SMIDT;S/N;LOJA T4TE0002         TERMINAL DE        PASSAGEIROS 1       EMBARQUE;07190100;AEROPORTO;GUARULHOS;SP;1145910060;tharcia.rodrigues@cpqbrasil.com.br;['ALBERTO CARNEIRO NETO - Presidente', 'FERNANDO BORELLI EDITORE - Diretor'];['5611203 - Lanchonetes, casas de chá, de sucos e similares'];['4721102 - Padaria e confeitaria com predominância de revenda']
11901669000170;JATOTERMO ACUSTICO EIRELI;NONE;MATRIZ;13/04/2010;ATIVA;13/04/2010;93700.0;2305 - EMPRESA INDIVIDUAL DE RESP.LIMITADA (DE NATUREZA EMPRESARIA);Não;R TAMAINDE;299;NONE;03444000;VILA NOVA MANCHESTER;SAO PAULO;SP;1137748689;jatofrio@jatofrio.com.br;['MAGALI MONTELATO DE SOUZA - Titular Pessoa Física Residente ou Domiciliado no Brasil'];['4329105 - Tratamentos térmicos, acústicos ou de vibração'];['4330402 - Instalação de portas, janelas, tetos, divisórias e armários embutidos de qualquer material', '4744005 - Comércio varejista de materiais de construção não especificados anteriormente']
33363295000110;BRASIL FITAS E MAQUINAS PARA EMBALAGENS EIRELI;NONE;MATRIZ;15/04/2019;ATIVA;15/04/2019;100000.0;2305 - EMPRESA INDIVIDUAL DE RESP.LIMITADA (DE NATUREZA EMPRESARIA);Não;R CEL BENTO PIRES;204;ARMZ A;03102020;MOOCA;SAO PAULO;SP;1191165754;brfitas@globo.com;['JOAO GERONYMO BERTAGLIA - Titular Pessoa Física Residente ou Domiciliado no Brasil'];['4689399 - Comércio atacadista especializado em outros produtos intermediários não especificados anteriormente'];NONE
36703832000111;S.M. DOS S. DE SOUZA LTDA;DISTRIBUCAO AMANHECER;MATRIZ;17/03/2020;ATIVA;17/03/2020;20000.0;2062 - SOCIEDADE EMPRESARIA LIMITADA;Não;R BRAZ DE ASSIS;214;NONE;18609096;VILA DOS LAVRADORES;BOTUCATU;SP;1491341934;reginaldo.amanhecertw@gmail.com;['SIBELE MARIA DOS SANTOS DE SOUZA - Sócio-Administrador'];['4615000 - Representantes comerciais e agentes do comércio de eletrodomésticos, móveis e artigos de uso doméstico'];['4618401 - Representantes comerciais e agentes do comércio de medicamentos, cosméticos e produtos de perfumaria', '4759899 - Comércio varejista de outros artigos de uso pessoal e doméstico não especificados anteriormente', '4772500 - Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal']
74552068003640;CPQ BRASIL S/A;CPQ BRASIL;FILIAL;27/05/2019;ATIVA;27/05/2019;12839641.89;2054 - SOCIEDADE ANONIMA FECHADA;Não;R DOUTOR SODRE;184;SETOR AREA 1;04535110;VILA NOVA CONCEICAO;SAO PAULO;SP;1138974700;juridico@cpqbrasil.com.br;['ALBERTO CARNEIRO NETO - Presidente', 'FERNANDO BORELLI EDITORE - Diretor'];['5611203 - Lanchonetes, casas de chá, de sucos e similares'];['4721102 - Padaria e confeitaria com predominância de revenda']
33581178000203;ANA BEATRIZ LIMA DE FIGUEIREDO FREUA E OUTROS;NONE;FILIAL;10/05/2019;ATIVA;10/05/2019;0.0;4120 - PRODUTOR RURAL (PESSOA FISICA);Não;FAZ SANTA AMALIA DO SAPUCAI;0;NONE;14390000;RURAL;SANTO ANTONIO DA ALEGRIA;SP;1636657800;contabilidade@aptuscontabilidade.com.br;['ANA BEATRIZ LIMA DE FIGUEIREDO FREUA - Produtor Rural', 'MARIA AMALIA LIMA DE FIGUEIREDO PULGROSSI - Produtor Rural', 'PAULO SERGIO LIMA DE FIGUEIREDO - Produtor Rural'];['0151201 - Criação de bovinos para corte'];['113000 - Cultivo de cana-de-açúcar']
08023502000140;GONCALO DOS REIS SALGUEIRO E OUTROS;NONE;MATRIZ;10/05/2006;ATIVA;10/05/2006;0.0;4120 - PRODUTOR RURAL (PESSOA FISICA);Não;FAZ RETIRINHO DAS POSSES;SN;MONJOLINHO;14350000;RURAL;ALTINOPOLIS;SP;['1636651900', '1691923034'];contabilidade@aptuscontabilidade.com.br;['ANTONIO LAZARO SALGUEIRO - Produtor Rural', 'GONCALO DOS REIS SALGUEIRO - Produtor Rural', 'MARIA RITA SALGUEIRO - Produtor Rural'];['0113000 - Cultivo de cana-de-açúcar'];['111302 - Cultivo de milho', '134200 - Cultivo de café', '115600 - Cultivo de soja']
09627053000101;SUPERMERCADO J. S. T LTDA;NONE;MATRIZ;09/11/2007;ATIVA;09/11/2007;25000.0;2062 - SOCIEDADE EMPRESARIA LIMITADA;Não;R GUARANI;135;"LOJA;";32670642;DOM BOSCO;BETIM;MG;3135922132;supermercadojst@yahoo.com.br;['JOAO FERREIRA BATISTA - Sócio-Administrador', 'THAMIRIS BATISTA DA SILVA - Sócio'];['4711302 - Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados'];['1091102 - Fabricação de produtos de padaria e confeitaria com predominância de produção própria', '4722901 - Comércio varejista de carnes - açougues', '4724500 - Comércio varejista de hortifrutigranjeiros']
